formula,Elements,Metal_NonMetal,Electronegativity,Num_Elements,Atomic_Composition,Is_Metal
POsMo2S3Lu4,"['P', 'Os', 'Mo', 'S', 'Lu']","['P - Non-Metal', 'Os - Metal', 'Mo - Metal', 'S - Non-Metal', 'Lu - Metal']","[2.19, 2.2, 2.16, 2.58, 1.27]",5,"{'P': 1.0, 'Os': 1.0, 'Mo': 2.0, 'S': 3.0, 'Lu': 4.0}",TRUE
YbSe3I4,"['Yb', 'Se', 'I']","['Yb - Metal', 'Se - Non-Metal', 'I - Non-Metal']","[1.1, 2.55, 2.66]",3,"{'Yb': 1.0, 'Se': 3.0, 'I': 4.0}",FALSE
Ga2Mg3Te4,"['Ga', 'Mg', 'Te']","['Ga - Metal', 'Mg - Metal', 'Te - Non-Metal']","[1.81, 1.31, 2.1]",3,"{'Ga': 2.0, 'Mg': 3.0, 'Te': 4.0}",TRUE
CoGe3,"['Co', 'Ge']","['Co - Metal', 'Ge - Non-Metal']","[1.88, 2.01]",2,"{'Co': 1.0, 'Ge': 3.0}",TRUE
Sc3S4Ta5,"['Sc', 'S', 'Ta']","['Sc - Metal', 'S - Non-Metal', 'Ta - Metal']","[1.36, 2.58, 1.5]",3,"{'Sc': 3.0, 'S': 4.0, 'Ta': 5.0}",TRUE
Sb2As3,"['Sb', 'As']","['Sb - Non-Metal', 'As - Non-Metal']","[2.05, 2.18]",2,"{'Sb': 2.0, 'As': 3.0}",FALSE
SRn3Bi4,"['S', 'Rn', 'Bi']","['S - Non-Metal', 'Rn - Non-Metal', 'Bi - Metal']","[2.58, 2.2, 2.02]",3,"{'S': 1.0, 'Rn': 3.0, 'Bi': 4.0}",FALSE
ICr2,"['I', 'Cr']","['I - Non-Metal', 'Cr - Metal']","[2.66, 1.66]",2,"{'I': 1.0, 'Cr': 2.0}",FALSE
PbO3Ru4,"['Pb', 'O', 'Ru']","['Pb - Metal', 'O - Non-Metal', 'Ru - Metal']","[2.33, 3.44, 2.2]",3,"{'Pb': 1.0, 'O': 3.0, 'Ru': 4.0}",FALSE
SbTl5,"['Sb', 'Tl']","['Sb - Non-Metal', 'Tl - Metal']","[2.05, 1.62]",2,"{'Sb': 1.0, 'Tl': 5.0}",TRUE
OBi2,"['O', 'Bi']","['O - Non-Metal', 'Bi - Metal']","[3.44, 2.02]",2,"{'O': 1.0, 'Bi': 2.0}",FALSE
ClV4Se4Ir4,"['Cl', 'V', 'Se', 'Ir']","['Cl - Non-Metal', 'V - Metal', 'Se - Non-Metal', 'Ir - Metal']","[3.16, 1.63, 2.55, 2.2]",4,"{'Cl': 1.0, 'V': 4.0, 'Se': 4.0, 'Ir': 4.0}",FALSE
AmF4Tc4Os4,"['Am', 'F', 'Tc', 'Os']","['Am - Metal', 'F - Non-Metal', 'Tc - Metal', 'Os - Metal']","[1.3, 3.98, 1.9, 2.2]",4,"{'Am': 1.0, 'F': 4.0, 'Tc': 4.0, 'Os': 4.0}",FALSE
Zn2Pu4Te5,"['Zn', 'Pu', 'Te']","['Zn - Metal', 'Pu - Metal', 'Te - Non-Metal']","[1.65, 1.28, 2.1]",3,"{'Zn': 2.0, 'Pu': 4.0, 'Te': 5.0}",TRUE
BiCo3,"['Bi', 'Co']","['Bi - Metal', 'Co - Metal']","[2.02, 1.88]",2,"{'Bi': 1.0, 'Co': 3.0}",TRUE
NiCl2Mg4W6,"['Ni', 'Cl', 'Mg', 'W']","['Ni - Metal', 'Cl - Non-Metal', 'Mg - Metal', 'W - Metal']","[1.91, 3.16, 1.31, 2.36]",4,"{'Ni': 1.0, 'Cl': 2.0, 'Mg': 4.0, 'W': 6.0}",FALSE
TaAmGe2,"['Ta', 'Am', 'Ge']","['Ta - Metal', 'Am - Metal', 'Ge - Non-Metal']","[1.5, 1.3, 2.01]",3,"{'Ta': 1.0, 'Am': 1.0, 'Ge': 2.0}",TRUE
PO2Ni6,"['P', 'O', 'Ni']","['P - Non-Metal', 'O - Non-Metal', 'Ni - Metal']","[2.19, 3.44, 1.91]",3,"{'P': 1.0, 'O': 2.0, 'Ni': 6.0}",FALSE
RnSb2,"['Rn', 'Sb']","['Rn - Non-Metal', 'Sb - Non-Metal']","[2.2, 2.05]",2,"{'Rn': 1.0, 'Sb': 2.0}",FALSE
CeCl4,"['Ce', 'Cl']","['Ce - Metal', 'Cl - Non-Metal']","[1.12, 3.16]",2,"{'Ce': 1.0, 'Cl': 4.0}",FALSE
MoSbTl7,"['Mo', 'Sb', 'Tl']","['Mo - Metal', 'Sb - Non-Metal', 'Tl - Metal']","[2.16, 2.05, 1.62]",3,"{'Mo': 1.0, 'Sb': 1.0, 'Tl': 7.0}",TRUE
PMn2Bi4,"['P', 'Mn', 'Bi']","['P - Non-Metal', 'Mn - Metal', 'Bi - Metal']","[2.19, 1.55, 2.02]",3,"{'P': 1.0, 'Mn': 2.0, 'Bi': 4.0}",TRUE
NKrSi4Yb4,"['N', 'Kr', 'Si', 'Yb']","['N - Non-Metal', 'Kr - Non-Metal', 'Si - Non-Metal', 'Yb - Metal']","[3.04, 3.0, 1.9, 1.1]",4,"{'N': 1.0, 'Kr': 1.0, 'Si': 4.0, 'Yb': 4.0}",FALSE
OAsCo4,"['O', 'As', 'Co']","['O - Non-Metal', 'As - Non-Metal', 'Co - Metal']","[3.44, 2.18, 1.88]",3,"{'O': 1.0, 'As': 1.0, 'Co': 4.0}",FALSE
CuCdPoMn5,"['Cu', 'Cd', 'Po', 'Mn']","['Cu - Metal', 'Cd - Metal', 'Po - Non-Metal', 'Mn - Metal']","[1.9, 1.69, 2.0, 1.55]",4,"{'Cu': 1.0, 'Cd': 1.0, 'Po': 1.0, 'Mn': 5.0}",TRUE
S2Tc4Ru5,"['S', 'Tc', 'Ru']","['S - Non-Metal', 'Tc - Metal', 'Ru - Metal']","[2.58, 1.9, 2.2]",3,"{'S': 2.0, 'Tc': 4.0, 'Ru': 5.0}",FALSE
TeCl2Fm2,"['Te', 'Cl', 'Fm']","['Te - Non-Metal', 'Cl - Non-Metal', 'Fm - Metal']","[2.1, 3.16, 1.3]",3,"{'Te': 1.0, 'Cl': 2.0, 'Fm': 2.0}",FALSE
UIn2Cl4,"['U', 'In', 'Cl']","['U - Metal', 'In - Metal', 'Cl - Non-Metal']","[1.38, 1.78, 3.16]",3,"{'U': 1.0, 'In': 2.0, 'Cl': 4.0}",FALSE
CPu3Po4Mo5,"['C', 'Pu', 'Po', 'Mo']","['C - Non-Metal', 'Pu - Metal', 'Po - Non-Metal', 'Mo - Metal']","[2.55, 1.28, 2.0, 2.16]",4,"{'C': 1.0, 'Pu': 3.0, 'Po': 4.0, 'Mo': 5.0}",TRUE
RnGa2Sn3,"['Rn', 'Ga', 'Sn']","['Rn - Non-Metal', 'Ga - Metal', 'Sn - Metal']","[2.2, 1.81, 1.96]",3,"{'Rn': 1.0, 'Ga': 2.0, 'Sn': 3.0}",TRUE
Pa2P5,"['Pa', 'P']","['Pa - Metal', 'P - Non-Metal']","[1.5, 2.19]",2,"{'Pa': 2.0, 'P': 5.0}",TRUE
PrAt3,"['Pr', 'At']","['Pr - Metal', 'At - Non-Metal']","[1.13, 2.2]",2,"{'Pr': 1.0, 'At': 3.0}",TRUE
BkF4,"['Bk', 'F']","['Bk - Metal', 'F - Non-Metal']","[1.3, 3.98]",2,"{'Bk': 1.0, 'F': 4.0}",FALSE
CeF2,"['Ce', 'F']","['Ce - Metal', 'F - Non-Metal']","[1.12, 3.98]",2,"{'Ce': 1.0, 'F': 2.0}",FALSE
PdBkS5,"['Pd', 'Bk', 'S']","['Pd - Metal', 'Bk - Metal', 'S - Non-Metal']","[2.2, 1.3, 2.58]",3,"{'Pd': 1.0, 'Bk': 1.0, 'S': 5.0}",TRUE
TeGa2Br3Mo6,"['Te', 'Ga', 'Br', 'Mo']","['Te - Non-Metal', 'Ga - Metal', 'Br - Non-Metal', 'Mo - Metal']","[2.1, 1.81, 2.96, 2.16]",4,"{'Te': 1.0, 'Ga': 2.0, 'Br': 3.0, 'Mo': 6.0}",FALSE
ONb2,"['O', 'Nb']","['O - Non-Metal', 'Nb - Metal']","[3.44, 1.6]",2,"{'O': 1.0, 'Nb': 2.0}",FALSE
TcS2,"['Tc', 'S']","['Tc - Metal', 'S - Non-Metal']","[1.9, 2.58]",2,"{'Tc': 1.0, 'S': 2.0}",FALSE
Ga2Te3,"['Ga', 'Te']","['Ga - Metal', 'Te - Non-Metal']","[1.81, 2.1]",2,"{'Ga': 2.0, 'Te': 3.0}",TRUE
RnGe3,"['Rn', 'Ge']","['Rn - Non-Metal', 'Ge - Non-Metal']","[2.2, 2.01]",2,"{'Rn': 1.0, 'Ge': 3.0}",FALSE
PoP2,"['Po', 'P']","['Po - Non-Metal', 'P - Non-Metal']","[2.0, 2.19]",2,"{'Po': 1.0, 'P': 2.0}",TRUE
P2Sc3Ge3Po3,"['P', 'Sc', 'Ge', 'Po']","['P - Non-Metal', 'Sc - Metal', 'Ge - Non-Metal', 'Po - Non-Metal']","[2.19, 1.36, 2.01, 2.0]",4,"{'P': 2.0, 'Sc': 3.0, 'Ge': 3.0, 'Po': 3.0}",TRUE
OsEr4Te5,"['Os', 'Er', 'Te']","['Os - Metal', 'Er - Metal', 'Te - Non-Metal']","[2.2, 1.24, 2.1]",3,"{'Os': 1.0, 'Er': 4.0, 'Te': 5.0}",TRUE
ClAg,"['Cl', 'Ag']","['Cl - Non-Metal', 'Ag - Metal']","[3.16, 1.93]",2,"{'Cl': 1.0, 'Ag': 1.0}",FALSE
Br3Si5,"['Br', 'Si']","['Br - Non-Metal', 'Si - Non-Metal']","[2.96, 1.9]",2,"{'Br': 3.0, 'Si': 5.0}",FALSE
Cu3Bi4,"['Cu', 'Bi']","['Cu - Metal', 'Bi - Metal']","[1.9, 2.02]",2,"{'Cu': 3.0, 'Bi': 4.0}",TRUE
P2Te2Ir3Re7,"['P', 'Te', 'Ir', 'Re']","['P - Non-Metal', 'Te - Non-Metal', 'Ir - Metal', 'Re - Metal']","[2.19, 2.1, 2.2, 1.9]",4,"{'P': 2.0, 'Te': 2.0, 'Ir': 3.0, 'Re': 7.0}",TRUE
INa2Ti2Bi3,"['I', 'Na', 'Ti', 'Bi']","['I - Non-Metal', 'Na - Metal', 'Ti - Metal', 'Bi - Metal']","[2.66, 0.93, 1.54, 2.02]",4,"{'I': 1.0, 'Na': 2.0, 'Ti': 2.0, 'Bi': 3.0}",TRUE
CfXe4Os7,"['Cf', 'Xe', 'Os']","['Cf - Metal', 'Xe - Non-Metal', 'Os - Metal']","[1.3, 2.6, 2.2]",3,"{'Cf': 1.0, 'Xe': 4.0, 'Os': 7.0}",TRUE
CAs2,"['C', 'As']","['C - Non-Metal', 'As - Non-Metal']","[2.55, 2.18]",2,"{'C': 1.0, 'As': 2.0}",FALSE
CrPdNdS2N4,"['Cr', 'Pd', 'Nd', 'S', 'N']","['Cr - Metal', 'Pd - Metal', 'Nd - Metal', 'S - Non-Metal', 'N - Non-Metal']","[1.66, 2.2, 1.14, 2.58, 3.04]",5,"{'Cr': 1.0, 'Pd': 1.0, 'Nd': 1.0, 'S': 2.0, 'N': 4.0}",FALSE
BrTc3,"['Br', 'Tc']","['Br - Non-Metal', 'Tc - Metal']","[2.96, 1.9]",2,"{'Br': 1.0, 'Tc': 3.0}",FALSE
GeAt4,"['Ge', 'At']","['Ge - Non-Metal', 'At - Non-Metal']","[2.01, 2.2]",2,"{'Ge': 1.0, 'At': 4.0}",FALSE
S3Po3Hf4,"['S', 'Po', 'Hf']","['S - Non-Metal', 'Po - Non-Metal', 'Hf - Metal']","[2.58, 2.0, 1.3]",3,"{'S': 3.0, 'Po': 3.0, 'Hf': 4.0}",TRUE
MdC2At2,"['Md', 'C', 'At']","['Md - Metal', 'C - Non-Metal', 'At - Non-Metal']","[1.3, 2.55, 2.2]",3,"{'Md': 1.0, 'C': 2.0, 'At': 2.0}",TRUE
ThS3,"['Th', 'S']","['Th - Metal', 'S - Non-Metal']","[1.3, 2.58]",2,"{'Th': 1.0, 'S': 3.0}",TRUE
PPbRe2,"['P', 'Pb', 'Re']","['P - Non-Metal', 'Pb - Metal', 'Re - Metal']","[2.19, 2.33, 1.9]",3,"{'P': 1.0, 'Pb': 1.0, 'Re': 2.0}",FALSE
InSr3Te4,"['In', 'Sr', 'Te']","['In - Metal', 'Sr - Metal', 'Te - Non-Metal']","[1.78, 0.95, 2.1]",3,"{'In': 1.0, 'Sr': 3.0, 'Te': 4.0}",TRUE
S3As5,"['S', 'As']","['S - Non-Metal', 'As - Non-Metal']","[2.58, 2.18]",2,"{'S': 3.0, 'As': 5.0}",FALSE
MgPo,"['Mg', 'Po']","['Mg - Metal', 'Po - Non-Metal']","[1.31, 2.0]",2,"{'Mg': 1.0, 'Po': 1.0}",TRUE
RnTc6Fm6,"['Rn', 'Tc', 'Fm']","['Rn - Non-Metal', 'Tc - Metal', 'Fm - Metal']","[2.2, 1.9, 1.3]",3,"{'Rn': 1.0, 'Tc': 6.0, 'Fm': 6.0}",TRUE
SMdSe3Pt4,"['S', 'Md', 'Se', 'Pt']","['S - Non-Metal', 'Md - Metal', 'Se - Non-Metal', 'Pt - Metal']","[2.58, 1.3, 2.55, 2.28]",4,"{'S': 1.0, 'Md': 1.0, 'Se': 3.0, 'Pt': 4.0}",FALSE
AsGa2Xe2Tm3C6,"['As', 'Ga', 'Xe', 'Tm', 'C']","['As - Non-Metal', 'Ga - Metal', 'Xe - Non-Metal', 'Tm - Metal', 'C - Non-Metal']","[2.18, 1.81, 2.6, 1.25, 2.55]",5,"{'As': 1.0, 'Ga': 2.0, 'Xe': 2.0, 'Tm': 3.0, 'C': 6.0}",TRUE
CXe2,"['C', 'Xe']","['C - Non-Metal', 'Xe - Non-Metal']","[2.55, 2.6]",2,"{'C': 1.0, 'Xe': 2.0}",FALSE
IrRn2Au5,"['Ir', 'Rn', 'Au']","['Ir - Metal', 'Rn - Non-Metal', 'Au - Metal']","[2.2, 2.2, 2.54]",3,"{'Ir': 1.0, 'Rn': 2.0, 'Au': 5.0}",FALSE
GeH2Cu2Ti6,"['Ge', 'H', 'Cu', 'Ti']","['Ge - Non-Metal', 'H - Unknown', 'Cu - Metal', 'Ti - Metal']","[2.01, 2.2, 1.9, 1.54]",4,"{'Ge': 1.0, 'H': 2.0, 'Cu': 2.0, 'Ti': 6.0}",TRUE
FeN3,"['Fe', 'N']","['Fe - Metal', 'N - Non-Metal']","[1.83, 3.04]",2,"{'Fe': 1.0, 'N': 3.0}",FALSE
PoV5,"['Po', 'V']","['Po - Non-Metal', 'V - Metal']","[2.0, 1.63]",2,"{'Po': 1.0, 'V': 5.0}",TRUE
AmGe2,"['Am', 'Ge']","['Am - Metal', 'Ge - Non-Metal']","[1.3, 2.01]",2,"{'Am': 1.0, 'Ge': 2.0}",TRUE
BrIr4,"['Br', 'Ir']","['Br - Non-Metal', 'Ir - Metal']","[2.96, 2.2]",2,"{'Br': 1.0, 'Ir': 4.0}",FALSE
BrNb5,"['Br', 'Nb']","['Br - Non-Metal', 'Nb - Metal']","[2.96, 1.6]",2,"{'Br': 1.0, 'Nb': 5.0}",FALSE
Lu2Si3P3,"['Lu', 'Si', 'P']","['Lu - Metal', 'Si - Non-Metal', 'P - Non-Metal']","[1.27, 1.9, 2.19]",3,"{'Lu': 2.0, 'Si': 3.0, 'P': 3.0}",TRUE
ClFe2,"['Cl', 'Fe']","['Cl - Non-Metal', 'Fe - Metal']","[3.16, 1.83]",2,"{'Cl': 1.0, 'Fe': 2.0}",FALSE
Hf3Rn4C5,"['Hf', 'Rn', 'C']","['Hf - Metal', 'Rn - Non-Metal', 'C - Non-Metal']","[1.3, 2.2, 2.55]",3,"{'Hf': 3.0, 'Rn': 4.0, 'C': 5.0}",TRUE
ClTl4,"['Cl', 'Tl']","['Cl - Non-Metal', 'Tl - Metal']","[3.16, 1.62]",2,"{'Cl': 1.0, 'Tl': 4.0}",FALSE
TiBr3,"['Ti', 'Br']","['Ti - Metal', 'Br - Non-Metal']","[1.54, 2.96]",2,"{'Ti': 1.0, 'Br': 3.0}",FALSE
TeBe4Bi4,"['Te', 'Be', 'Bi']","['Te - Non-Metal', 'Be - Metal', 'Bi - Metal']","[2.1, 1.57, 2.02]",3,"{'Te': 1.0, 'Be': 4.0, 'Bi': 4.0}",TRUE
Br3Tc3Fm4Mn7,"['Br', 'Tc', 'Fm', 'Mn']","['Br - Non-Metal', 'Tc - Metal', 'Fm - Metal', 'Mn - Metal']","[2.96, 1.9, 1.3, 1.55]",4,"{'Br': 3.0, 'Tc': 3.0, 'Fm': 4.0, 'Mn': 7.0}",TRUE
CoKrSmRe4,"['Co', 'Kr', 'Sm', 'Re']","['Co - Metal', 'Kr - Non-Metal', 'Sm - Metal', 'Re - Metal']","[1.88, 3.0, 1.17, 1.9]",4,"{'Co': 1.0, 'Kr': 1.0, 'Sm': 1.0, 'Re': 4.0}",TRUE
AtSi5,"['At', 'Si']","['At - Non-Metal', 'Si - Non-Metal']","[2.2, 1.9]",2,"{'At': 1.0, 'Si': 5.0}",TRUE
Au2Al3I5,"['Au', 'Al', 'I']","['Au - Metal', 'Al - Metal', 'I - Non-Metal']","[2.54, 1.61, 2.66]",3,"{'Au': 2.0, 'Al': 3.0, 'I': 5.0}",FALSE
Br2Te5,"['Br', 'Te']","['Br - Non-Metal', 'Te - Non-Metal']","[2.96, 2.1]",2,"{'Br': 2.0, 'Te': 5.0}",FALSE
CoWI2Sn5,"['Co', 'W', 'I', 'Sn']","['Co - Metal', 'W - Metal', 'I - Non-Metal', 'Sn - Metal']","[1.88, 2.36, 2.66, 1.96]",4,"{'Co': 1.0, 'W': 1.0, 'I': 2.0, 'Sn': 5.0}",FALSE
CTe,"['C', 'Te']","['C - Non-Metal', 'Te - Non-Metal']","[2.55, 2.1]",2,"{'C': 1.0, 'Te': 1.0}",FALSE
AuF5,"['Au', 'F']","['Au - Metal', 'F - Non-Metal']","[2.54, 3.98]",2,"{'Au': 1.0, 'F': 5.0}",FALSE
STaSb2,"['S', 'Ta', 'Sb']","['S - Non-Metal', 'Ta - Metal', 'Sb - Non-Metal']","[2.58, 1.5, 2.05]",3,"{'S': 1.0, 'Ta': 1.0, 'Sb': 2.0}",TRUE
ClV2At3Fe6,"['Cl', 'V', 'At', 'Fe']","['Cl - Non-Metal', 'V - Metal', 'At - Non-Metal', 'Fe - Metal']","[3.16, 1.63, 2.2, 1.83]",4,"{'Cl': 1.0, 'V': 2.0, 'At': 3.0, 'Fe': 6.0}",FALSE
SDyCl2Rh3Sn5,"['S', 'Dy', 'Cl', 'Rh', 'Sn']","['S - Non-Metal', 'Dy - Metal', 'Cl - Non-Metal', 'Rh - Metal', 'Sn - Metal']","[2.58, 1.22, 3.16, 2.28, 1.96]",5,"{'S': 1.0, 'Dy': 1.0, 'Cl': 2.0, 'Rh': 3.0, 'Sn': 5.0}",FALSE
Zr2Te3Re4,"['Zr', 'Te', 'Re']","['Zr - Metal', 'Te - Non-Metal', 'Re - Metal']","[1.33, 2.1, 1.9]",3,"{'Zr': 2.0, 'Te': 3.0, 'Re': 4.0}",TRUE
PuCl3Tc7,"['Pu', 'Cl', 'Tc']","['Pu - Metal', 'Cl - Non-Metal', 'Tc - Metal']","[1.28, 3.16, 1.9]",3,"{'Pu': 1.0, 'Cl': 3.0, 'Tc': 7.0}",FALSE
GeRn3Ni5,"['Ge', 'Rn', 'Ni']","['Ge - Non-Metal', 'Rn - Non-Metal', 'Ni - Metal']","[2.01, 2.2, 1.91]",3,"{'Ge': 1.0, 'Rn': 3.0, 'Ni': 5.0}",TRUE
PaS3Co3,"['Pa', 'S', 'Co']","['Pa - Metal', 'S - Non-Metal', 'Co - Metal']","[1.5, 2.58, 1.88]",3,"{'Pa': 1.0, 'S': 3.0, 'Co': 3.0}",TRUE
Am3P5,"['Am', 'P']","['Am - Metal', 'P - Non-Metal']","[1.3, 2.19]",2,"{'Am': 3.0, 'P': 5.0}",TRUE
Zr2Os4Se5,"['Zr', 'Os', 'Se']","['Zr - Metal', 'Os - Metal', 'Se - Non-Metal']","[1.33, 2.2, 2.55]",3,"{'Zr': 2.0, 'Os': 4.0, 'Se': 5.0}",TRUE
BrC3,"['Br', 'C']","['Br - Non-Metal', 'C - Non-Metal']","[2.96, 2.55]",2,"{'Br': 1.0, 'C': 3.0}",FALSE
IHg,"['I', 'Hg']","['I - Non-Metal', 'Hg - Metal']","[2.66, 2.0]",2,"{'I': 1.0, 'Hg': 1.0}",FALSE
GaO2Fe4,"['Ga', 'O', 'Fe']","['Ga - Metal', 'O - Non-Metal', 'Fe - Metal']","[1.81, 3.44, 1.83]",3,"{'Ga': 1.0, 'O': 2.0, 'Fe': 4.0}",FALSE
Pb2Po3W4,"['Pb', 'Po', 'W']","['Pb - Metal', 'Po - Non-Metal', 'W - Metal']","[2.33, 2.0, 2.36]",3,"{'Pb': 2.0, 'Po': 3.0, 'W': 4.0}",FALSE
CXeRu3At3Sr4,"['C', 'Xe', 'Ru', 'At', 'Sr']","['C - Non-Metal', 'Xe - Non-Metal', 'Ru - Metal', 'At - Non-Metal', 'Sr - Metal']","[2.55, 2.6, 2.2, 2.2, 0.95]",5,"{'C': 1.0, 'Xe': 1.0, 'Ru': 3.0, 'At': 3.0, 'Sr': 4.0}",TRUE
SI4,"['S', 'I']","['S - Non-Metal', 'I - Non-Metal']","[2.58, 2.66]",2,"{'S': 1.0, 'I': 4.0}",FALSE
W2Rn2C3P4Sc4,"['W', 'Rn', 'C', 'P', 'Sc']","['W - Metal', 'Rn - Non-Metal', 'C - Non-Metal', 'P - Non-Metal', 'Sc - Metal']","[2.36, 2.2, 2.55, 2.19, 1.36]",5,"{'W': 2.0, 'Rn': 2.0, 'C': 3.0, 'P': 4.0, 'Sc': 4.0}",FALSE
SeCl4,"['Se', 'Cl']","['Se - Non-Metal', 'Cl - Non-Metal']","[2.55, 3.16]",2,"{'Se': 1.0, 'Cl': 4.0}",FALSE
TeEsMo2Ir3B4,"['Te', 'Es', 'Mo', 'Ir', 'B']","['Te - Non-Metal', 'Es - Metal', 'Mo - Metal', 'Ir - Metal', 'B - Non-Metal']","[2.1, 1.3, 2.16, 2.2, 2.04]",5,"{'Te': 1.0, 'Es': 1.0, 'Mo': 2.0, 'Ir': 3.0, 'B': 4.0}",TRUE
Cl2Mn3W6,"['Cl', 'Mn', 'W']","['Cl - Non-Metal', 'Mn - Metal', 'W - Metal']","[3.16, 1.55, 2.36]",3,"{'Cl': 2.0, 'Mn': 3.0, 'W': 6.0}",FALSE
Pr2Gd2S5,"['Pr', 'Gd', 'S']","['Pr - Metal', 'Gd - Metal', 'S - Non-Metal']","[1.13, 1.2, 2.58]",3,"{'Pr': 2.0, 'Gd': 2.0, 'S': 5.0}",TRUE
P2Mo2Ge3,"['P', 'Mo', 'Ge']","['P - Non-Metal', 'Mo - Metal', 'Ge - Non-Metal']","[2.19, 2.16, 2.01]",3,"{'P': 2.0, 'Mo': 2.0, 'Ge': 3.0}",FALSE
IGdNi2,"['I', 'Gd', 'Ni']","['I - Non-Metal', 'Gd - Metal', 'Ni - Metal']","[2.66, 1.2, 1.91]",3,"{'I': 1.0, 'Gd': 1.0, 'Ni': 2.0}",TRUE
ClRa2At5,"['Cl', 'Ra', 'At']","['Cl - Non-Metal', 'Ra - Metal', 'At - Non-Metal']","[3.16, 0.9, 2.2]",3,"{'Cl': 1.0, 'Ra': 2.0, 'At': 5.0}",TRUE
CuTl3,"['Cu', 'Tl']","['Cu - Metal', 'Tl - Metal']","[1.9, 1.62]",2,"{'Cu': 1.0, 'Tl': 3.0}",TRUE
FeSi4,"['Fe', 'Si']","['Fe - Metal', 'Si - Non-Metal']","[1.83, 1.9]",2,"{'Fe': 1.0, 'Si': 4.0}",TRUE
TcBr3Ir7,"['Tc', 'Br', 'Ir']","['Tc - Metal', 'Br - Non-Metal', 'Ir - Metal']","[1.9, 2.96, 2.2]",3,"{'Tc': 1.0, 'Br': 3.0, 'Ir': 7.0}",FALSE
I2Ti3Ge3Sn3,"['I', 'Ti', 'Ge', 'Sn']","['I - Non-Metal', 'Ti - Metal', 'Ge - Non-Metal', 'Sn - Metal']","[2.66, 1.54, 2.01, 1.96]",4,"{'I': 2.0, 'Ti': 3.0, 'Ge': 3.0, 'Sn': 3.0}",TRUE
HoCl3Mo3,"['Ho', 'Cl', 'Mo']","['Ho - Metal', 'Cl - Non-Metal', 'Mo - Metal']","[1.23, 3.16, 2.16]",3,"{'Ho': 1.0, 'Cl': 3.0, 'Mo': 3.0}",FALSE
KrSmCo4,"['Kr', 'Sm', 'Co']","['Kr - Non-Metal', 'Sm - Metal', 'Co - Metal']","[3.0, 1.17, 1.88]",3,"{'Kr': 1.0, 'Sm': 1.0, 'Co': 4.0}",TRUE
TcC2Sb5,"['Tc', 'C', 'Sb']","['Tc - Metal', 'C - Non-Metal', 'Sb - Non-Metal']","[1.9, 2.55, 2.05]",3,"{'Tc': 1.0, 'C': 2.0, 'Sb': 5.0}",FALSE
BeReS4In6,"['Be', 'Re', 'S', 'In']","['Be - Metal', 'Re - Metal', 'S - Non-Metal', 'In - Metal']","[1.57, 1.9, 2.58, 1.78]",4,"{'Be': 1.0, 'Re': 1.0, 'S': 4.0, 'In': 6.0}",TRUE
CeP2,"['Ce', 'P']","['Ce - Metal', 'P - Non-Metal']","[1.12, 2.19]",2,"{'Ce': 1.0, 'P': 2.0}",TRUE
AsIrCf3I4,"['As', 'Ir', 'Cf', 'I']","['As - Non-Metal', 'Ir - Metal', 'Cf - Metal', 'I - Non-Metal']","[2.18, 2.2, 1.3, 2.66]",4,"{'As': 1.0, 'Ir': 1.0, 'Cf': 3.0, 'I': 4.0}",TRUE
AsW3,"['As', 'W']","['As - Non-Metal', 'W - Metal']","[2.18, 2.36]",2,"{'As': 1.0, 'W': 3.0}",FALSE
NGaZn2,"['N', 'Ga', 'Zn']","['N - Non-Metal', 'Ga - Metal', 'Zn - Metal']","[3.04, 1.81, 1.65]",3,"{'N': 1.0, 'Ga': 1.0, 'Zn': 2.0}",FALSE
InPo2Bi4,"['In', 'Po', 'Bi']","['In - Metal', 'Po - Non-Metal', 'Bi - Metal']","[1.78, 2.0, 2.02]",3,"{'In': 1.0, 'Po': 2.0, 'Bi': 4.0}",TRUE
CGa4,"['C', 'Ga']","['C - Non-Metal', 'Ga - Metal']","[2.55, 1.81]",2,"{'C': 1.0, 'Ga': 4.0}",FALSE
Xe2At3Mn5,"['Xe', 'At', 'Mn']","['Xe - Non-Metal', 'At - Non-Metal', 'Mn - Metal']","[2.6, 2.2, 1.55]",3,"{'Xe': 2.0, 'At': 3.0, 'Mn': 5.0}",FALSE
Nd2Te3,"['Nd', 'Te']","['Nd - Metal', 'Te - Non-Metal']","[1.14, 2.1]",2,"{'Nd': 2.0, 'Te': 3.0}",TRUE
FPa2Rh5,"['F', 'Pa', 'Rh']","['F - Non-Metal', 'Pa - Metal', 'Rh - Metal']","[3.98, 1.5, 2.28]",3,"{'F': 1.0, 'Pa': 2.0, 'Rh': 5.0}",FALSE
ClIr4,"['Cl', 'Ir']","['Cl - Non-Metal', 'Ir - Metal']","[3.16, 2.2]",2,"{'Cl': 1.0, 'Ir': 4.0}",FALSE
Lu2Ti3I3W3,"['Lu', 'Ti', 'I', 'W']","['Lu - Metal', 'Ti - Metal', 'I - Non-Metal', 'W - Metal']","[1.27, 1.54, 2.66, 2.36]",4,"{'Lu': 2.0, 'Ti': 3.0, 'I': 3.0, 'W': 3.0}",TRUE
XeAl2Re5,"['Xe', 'Al', 'Re']","['Xe - Non-Metal', 'Al - Metal', 'Re - Metal']","[2.6, 1.61, 1.9]",3,"{'Xe': 1.0, 'Al': 2.0, 'Re': 5.0}",TRUE
